pos,flw,flg,bl,pic,lin,cl,cz,ni,erl,erc,lt,hc,pr,fo,cs,pi,class
155,337,2700,0,1,0,1,0.944444418,0.0560000017,2.75,0.1000000015,0,0,0,0,0.8888890147,1.6026079655,f
87,756,1300,26,1,1,414,0.2222222239,0.2220000029,1.1000000238,0.1099999994,0.1110000014,0,0.1110000014,0,0.0605800003,935.23937988,f
1600,1800,4200,121,1,0,526,0,0.3330000043,0.8500000238,0.2199999988,0.2779999971,0.0560000017,0,0,0.1020670012,14.057037354,f
4,45,141,0,1,0,0,1,0.5,24.440000534,2.2200000286,0,0,0,0,1,16.918819427,f
67,105,786,45,1,0,796,0.1666666716,0.0560000017,5.1300001144,0.8500000238,0,0.3330000043,0.4440000057,0.1669999957,0.1130810007,243.99060059,f
186,87,493,113,1,0,22,0.8333333135,0.9440000057,6.9600000381,0.3199999928,0,0,0,0,0.6867259741,6.8632411957,f
1,356,4300,0,1,0,4,0,0,5.9000000954,0.2800000012,0,0,0,0,0,0,f
14,85,348,0,1,0,8,0.7142857313,0,15.800000191,5.4600000381,0.1430000067,0,0,0,0.4970960021,29.516309738,f
89,90,485,129,1,0,31,0.2222222239,0.7779999971,13.329999924,1.7899999619,0,0,0,0.0560000017,0.0677750036,9.3335027695,f
21,43,61,141,1,0,321,0,0.1110000014,25.969999313,1.9400000572,0,2.4440000057,0,0,0.200861007,69.818763733,f
96,210,1100,53,1,0,2,0.8333333135,0.1110000014,5.2899999619,0.1899999976,0,0,0,0,0.692809999,440.4017334,f
0,120,317,0,1,0,0,0,0,0,0,0,0,0,0,1,0,f
0,77,190,0,1,0,0,0,0,0,0,0,0,0,0,1,0,f
22,197,3000,62,1,0,14,0.2222222239,0.0560000017,6.0900001526,0.2800000012,0.0560000017,0.0560000017,0,0,0.1055459976,299.66375732,f
183,312,1500,20,1,1,18,0.3888888955,0.1110000014,9.8599996567,0.3700000048,0,0,0,0,0.1441729963,53.320278168,f
360,183,1700,37,1,0,83,0.055555556,0.1669999957,3.0699999332,0.150000006,0.0560000017,1.5,0,0,0.0292819999,405.34524536,f
779,860,7100,150,1,1,28,0.8333333135,0,4.7800002098,0.200000003,0,0,0,0,0.6866459846,147.75393677,f
37,616,4300,39,1,0,2,0.8888888955,0,1.7799999714,0.0199999996,0.0560000017,0,0,0,0.7843139768,0.0129169999,f
6,142,421,0,1,0,1,0.8333333135,0,18.430000305,1.2899999619,0.5,0,0,0,0.6666669846,2649.0085449,f
897,860,2100,0,1,0,233,0,0,0.1899999976,0,0,0.0560000017,0,0,0.144829005,0.0256639998,f
6,159,527,0,1,0,5,0.8333333135,0.1669999957,7.3400001526,0.8399999738,0.3330000043,0,0,0,0.400000006,1170.5031738,f
2,283,404,4,1,0,23,0.5,0,14.840000153,0.349999994,0.5,0,0,0,0,1164.3859863,f
7,183,328,0,1,0,10,0.4285714328,0.1430000067,7.0300002098,0.2300000042,0,0,0,0.1430000067,0.1428570002,1329.7452393,f
79,980,7200,79,1,0,37,0.1111111119,0.2779999971,6.7899999619,0.3400000036,0,0,0,0.0560000017,0.0203450006,249.20663452,f
16,100,656,132,1,0,18,0.5625,0,12.93999958,0.9399999976,0,0.1879999936,0,0,0.3051240146,10.859392166,f
64,118,297,0,1,0,341,0,0,9.6000003815,0.4699999988,0,0.2779999971,0,0,0.0825269967,60.175800323,f
267,1000,7500,95,1,1,1,0.944444418,0.0560000017,0.6299999952,0.1400000006,0,0.0560000017,0,0,0.8888890147,168.27275085,f
3,1800,6500,0,1,0,1,1,0.3330000043,16.170000076,0.6999999881,0,0,0,0,0.3333329856,5343.1791992,f
108,319,1100,42,1,0,44,0.1111111119,0,3.4700000286,0.0199999996,0.0560000017,0.1110000014,0,0,0.0907230005,128.64698792,f
22,864,7500,162,1,0,19,0.1666666716,0,8.5699996948,0.6800000072,0,0,0,0,0.0423660018,784.44885254,f
124,204,417,64,1,0,168,0.1111111119,0.7220000029,5.5300002098,0.8999999762,0,0.1110000014,0.0560000017,0,0.0212140009,66.2085495,f
88,466,1600,0,1,0,6,0.8888888955,0,4.3299999237,0.1400000006,0.2779999971,0,0,0,0.6862750053,234.87486267,f
180,317,1000,27,1,0,112,0.277777791,0.3330000043,2.1700000763,0,0.0560000017,0.0560000017,0,0,0.0786219984,217.32650757,f
0,26,266,0,0,0,0,0,0,0,0,0,0,0,0,1,0,f
33,1100,7500,0,1,0,0,0.944444418,0.3330000043,0.200000003,0.0099999998,0,0,0,0,0.8888890147,25.250139236,f
26,622,5500,0,1,0,20,0.555555582,0,5.5799999237,0.2599999905,0,0,0,0,0.3152540028,123.0788269,f
217,1200,2900,105,1,0,219,0,0.3889999986,0.9499999881,0.0099999998,0,0.2779999971,0,0,0.1585430056,146.15422058,f
19,60,192,0,1,0,185,0.3333333433,0.1669999957,8.0600004196,1.2000000477,0,0.3889999986,0.3889999986,0.0560000017,0.1221669987,40.065044403,f
21,66,254,71,1,0,10,0.6666666865,0.1669999957,12.880000114,1.2599999905,0,0,0,0,0.4322539866,118.01097107,f
286,414,1200,0,1,0,5,0.722222209,0.6669999957,6.9499998093,0.25,0,0,0,0.1110000014,0.5359479785,127.08959961,f
39,210,2500,0,0,0,12,0.555555582,0.1669999957,8.3299999237,0.3199999928,0.2220000029,0,0,0,0.3038080037,322.6395874,f
29,823,359,61,1,1,78,0.1111111119,0.4440000057,9.5600004196,0.7200000286,0.4440000057,0.0560000017,0,0,0.0206579994,953.57897949,f
0,49,24,3,1,0,0,0,0,0,0,0,0,0,0,1,0,f
1,429,965,0,1,0,4,0,0,9.7899999619,0,0,0,0,0,0,0,f
71,336,533,0,1,0,21,0.277777791,0,3.3900001049,0.3000000119,0,0,0,0,0.0686950013,388.86373901,f
7,1400,3600,63,1,1,12,0.571428597,0.1430000067,3.3800001144,0.1199999973,0.1430000067,0.2860000134,0,0,0.2980090082,616.47546387,f
21,162,1500,62,1,0,7,0.555555582,0,43.619998932,2.4700000286,0.1110000014,0,0,0,0.2973859906,389.19744873,f
5700,633,7500,150,1,1,29,0,0.2779999971,0.1599999964,0,0,0,0,0,0,1.3294290304,f
96,423,311,0,1,0,30,0.3888888955,0.2220000029,2.0599999428,0.0700000003,0.1110000014,0.1669999957,0.0560000017,0,0.1754499972,154.59178162,f
29,1300,7500,65,1,0,67,0.277777791,0.2779999971,4.7899999619,0.1299999952,0.8889999986,0.3889999986,0,0.0560000017,0.0841030031,596.14624023,f
169,1700,7500,0,1,0,37,0.3333333433,0.9440000057,8.4099998474,0.1299999952,0.6110000014,0,0,0,0.1097240001,322.28613281,f
83,722,2000,0,1,0,14,0.5,0.6669999957,4.2199997902,0.2599999905,0.2220000029,0.3889999986,0,0,0.2352939993,638.17370605,f
106,106,159,95,1,0,2,0.8888888955,0,1.3099999428,0.2099999934,0,0.1669999957,0,0,0.7875819802,21.704845428,f
54,64,418,0,1,0,554,0,0,9.720000267,0.5199999809,0,0.3330000043,0.1669999957,0.0560000017,0.1424890012,93.620758057,f
18,127,797,109,1,0,15,0.4444444478,0.7220000029,14,1.0499999523,0.1669999957,0.0560000017,0,0,0.1980949938,212.3946228,f
154,1400,4400,167,1,0,119,0.055555556,0,0.0399999991,0,0,1.6670000553,0,0.1110000014,0.2479230016,2.8837499619,f
111,965,719,151,1,1,874,0,0.7220000029,0.4799999893,0,0.5559999943,1.2779999971,0,0,0.8228030205,151.45223999,f
26,753,1100,0,1,0,36,0.8333333135,0.6110000014,4.3499999046,0.349999994,0.1669999957,0,0,0.1110000014,0.6876239777,808.6138916,f
44,148,584,17,1,0,4,0.777777791,0,1.8400000334,0.1099999994,1,0.1110000014,0,0,0.5098040104,120.74021912,f
66,621,1600,0,1,0,137,0.055555556,0.2779999971,5.6300001144,0.5299999714,0.5,0,0,0,0.0162220001,1122.364502,f
126,304,1200,80,1,0,99,0.055555556,0.1110000014,8.1899995804,0.2700000107,0,0,0,0,0.0194179993,53.445850372,f
3,545,610,0,1,0,12,0.6666666865,0,5.1399998665,0.2399999946,0,0,0,0,0.3333329856,11.873147964,f
30,296,872,13,1,0,8,0.5,0,20.850000381,0.3799999952,0,0,0,0,0.0392160006,139.35292053,f
2,848,3100,20,1,0,41,0,0,5.3099999428,0.5899999738,0,0,0,0,0,278.67221069,f
403,313,1300,163,1,1,84,0.1666666716,0,1.1399999857,0.0199999996,0.1110000014,0.2220000029,0,0,0.0532249995,170.27192688,f
7,529,906,150,1,0,27,0.4285714328,0,0.349999994,0,0,0.8569999933,0,0,0.3226000071,29.471429825,f
18,179,330,0,1,0,13,0.3333333433,0.0560000017,8.0100002289,0.2800000012,0,0,0,0,0.1091969982,591.74542236,f
0,74,263,15,1,0,0,0,0,0,0,0,0,0,0,1,0,f
560,851,4100,84,1,0,193,0,1,3.6500000954,1.25,0,0.8330000043,0,2.7780001163,0.4990470111,58.64043045,f
11,422,1700,8,1,0,36,0.5454545617,0,6.1799998283,0.2599999905,0.2730000019,0.8180000186,0,0,0.2761290073,1411.807373,f
1,244,417,0,1,0,0,1,0,10.25,0,0,0,0,0,0,0,f
433,704,1000,36,1,0,21,0.2222222239,0.7779999971,4.4899997711,0.2099999934,0.5559999943,0.0560000017,0,0,0.0430390015,76.584411621,f
536,1000,795,22,1,1,131,0,0.0560000017,0.6600000262,0.0399999991,0.2220000029,0.3330000043,0.2779999971,0.1669999957,0.0056099999,182.3001709,f
1,81,515,0,1,0,0,1,0,25.930000305,1.2300000191,0,0,0,0,0,0,f
349,595,819,0,1,0,28,0.2222222239,0.1669999957,5.4200000763,0.0399999991,0.1110000014,0.1669999957,0,0,0.0549729988,348.91705322,f
994,1500,7500,115,1,1,36,0.6666666865,0.2779999971,0.0700000003,0,0,0.0560000017,0.2220000029,0,0.4360019863,13.11273098,f
33,215,603,0,1,0,6,0.6111111045,0.0560000017,6.8000001907,0.0500000007,0.1669999957,0,0,0,0.3673000038,511.78207397,f
976,963,1400,0,1,0,20,0.6666666865,0,1.2799999714,0.1000000015,0.2220000029,0.5559999943,0,0,0.4355649948,188.18286133,f
168,1700,4100,96,1,0,514,0.1666666716,0.2779999971,6.4400000572,0.1599999964,0.1669999957,0.1110000014,0.0560000017,0,0.1317510009,406.58493042,f
0,29,72,0,1,0,0,0,0,0,0,0,0,0,0,1,0,f
175,1700,3600,24,1,0,366,0.3333333433,0.0560000017,0.3400000036,0.0500000007,0,0.1669999957,0.6110000014,0.1669999957,0.1492549926,167.85714722,f
9,88,204,0,1,0,1,0.8888888955,0,16.409999847,1.3899999857,0.4440000057,0,0,0,0.7777780294,2.7389509678,f
378,19900,1800,164,1,1,531,0.055555556,0.7779999971,0.0399999991,0,0.0560000017,0,0,0,0.2898949981,242.14434814,f
3,166,1500,0,1,0,18,0.6666666865,0,22.090000153,2.0099999905,0,0.6669999957,0,0,0.3333329856,195.14851379,f
20,422,1700,27,1,1,0,1,0.1669999957,4.25,0.0799999982,0,0,0,0,1,121.74820709,f
25,441,1800,10,1,0,16,0.4444444478,0.4440000057,1.6100000143,0.0299999993,0,0,0,0,0.1919270009,612.9473877,f
2300,195,376,133,1,0,61,0.2222222239,0.7220000029,0.4799999893,0.0299999993,0,0,0,0,0.1680929959,569.24084473,f
947,1400,4100,0,1,0,106,0.1111111119,0.9440000057,1.8999999762,0.1199999973,0.3330000043,0,0.0560000017,0,0.076282002,93.530647278,f
19,96,154,0,1,0,12,0.3888888955,0.1110000014,7.2300000191,0.5199999809,0,0,0,0,0.1428910047,85.592468262,f
14,635,2400,20,1,1,18,0.3571428657,0.1430000067,1.8999999762,0.0099999998,0.5,0,0,0,0.1123789996,1263.9710693,f
35,745,7500,122,1,1,117,0,0.1110000014,3.7599999905,0.0199999996,0,0.2220000029,0,0,0.0542649999,844.27539062,f
1,77,230,0,1,0,0,1,1,1.2999999523,0,0,0,0,0,0,0,f
140,562,689,118,1,0,569,0.1111111119,0.6669999957,2.0899999142,0.1700000018,0.1110000014,1.3329999447,0.1110000014,0,0.0647180006,564.80889893,f
33,194,891,107,1,0,14,0.277777791,0.2220000029,9.6499996185,1.0599999428,0.5,0.0560000017,0,0,0.0756689981,236.03775024,f
49,190,490,0,1,0,8,0.6111111045,0.1110000014,19.739999771,1.2300000191,0.1669999957,0.1110000014,0,0,0.3594770133,125.38705444,f
35,255,920,0,1,0,0,1,0.4440000057,3.8800001144,0.349999994,0,0,0,0,1,377.60723877,f
57,186,1500,0,1,0,0,1,0.0560000017,4.8099999428,0.1800000072,0,0,0,0,1,119.98262024,f
31,287,1100,0,1,0,14,0.1111111119,0.2220000029,5.3000001907,0.25,0,0,0,0,0.0234529991,58.775756836,f
14,457,2300,89,1,0,227,0,0,9.4099998474,0.2300000042,0,0.7860000134,0,0,0.2719280124,158.60966492,f
96,331,875,65,1,0,30,0.055555556,1,2.6400001049,0.1800000072,0.0560000017,1.0559999943,0,0,0.017616,256.34494019,f
32,1200,3900,0,1,0,7,0.777777791,0.0560000017,3.0899999142,0.0700000003,0.1669999957,0,0,0,0.5947710276,1001.2140503,f
29,114,543,0,1,0,0,1,0.1110000014,13.300000191,1.7999999523,0,0,0,0,1,97.632286072,f
1,147,593,0,1,0,0,1,0,34.689998627,2.0399999619,0,0,0,0,0,0,f
107,1000,7400,0,1,0,66,0.055555556,0,1.8400000334,0.3400000036,0,1.1109999418,0.0560000017,0,0.0983970016,250.18260193,f
22,717,699,0,1,0,42,0,0.0560000017,4.6999998093,0.2199999988,0.3889999986,0,0,0,0.0231439993,1129.4180908,f
67,155,347,51,1,0,292,0.2222222239,0.3889999986,6.3099999428,1,0.1110000014,0.1669999957,0.5559999943,0.1110000014,0.0590060018,504.89111328,f
6,267,564,104,1,0,242,0,0.5,13.550000191,1.5,0.1669999957,3.3329999447,0,3.3329999447,0.1504970044,346.94692993,f
210,689,541,33,1,0,94,0.1111111119,0.6110000014,3.7200000286,0.349999994,0.1669999957,0,0,0,0.0311949998,216.83976746,f
41,317,1700,81,1,0,26,0.5,0,10.670000076,0.1899999976,0.1110000014,0,0,0,0.2480130047,122.55738068,f
816,1200,2600,0,1,0,1025,0,0.2220000029,2.0499999523,0.1299999952,0.2779999971,0.1669999957,0,0,0.5226359963,46.791248322,f
2,219,1700,0,1,0,20,0.5,0,23.290000916,0.9100000262,0,0,0.5,0.5,0,239.77986145,f
60,312,900,0,1,0,146,0,0.9440000057,1.5299999714,0.1199999973,0,0.2220000029,0,0,0.2578110099,22.722206116,f
35,318,827,110,1,0,8,0.722222209,0.2779999971,6.6199998856,0.0299999993,0.1669999957,0.0560000017,0,0,0.5098040104,6.7424378395,f
372,886,2100,70,1,0,558,0.1111111119,0,0.400000006,0,0,0.1669999957,0,0,0.3555569947,23.683534622,f
48,499,534,27,1,0,49,0.055555556,0,7.0900001526,0.3899999857,0.2220000029,0.3330000043,0,0,0.0137320003,680.49658203,f
962,429,1600,0,1,0,516,0,0,0.75,0.0299999993,0,0.1110000014,0,0,0.245137006,13.047869682,f
31,838,1800,0,1,0,45,0.722222209,0,0.5799999833,0.0099999998,0,0.1669999957,0.2220000029,0,0.5115190148,496.17681885,f
77,772,1100,136,1,1,1215,0,0.5559999943,1.8899999857,0.1199999973,0.2779999971,0,0,0,0.6434050202,203.881073,f
35,60,183,0,1,0,0,1,0,5,0.1899999976,0,0,0,0,1,0.0071760002,f
932,953,1700,19,1,0,232,0,0.0560000017,0.1800000072,0.0099999998,0,0.0560000017,0,0,0.1466989964,0.013704,f
41,345,942,0,1,0,16,0.3888888955,0.1110000014,14.06000042,0.2700000107,0.5559999943,0,0,0,0.105998002,676.10565186,f
653,2100,1400,111,1,0,1009,0.055555556,0.5559999943,1.6000000238,0.25,0,0.1110000014,0.0560000017,0,0.2195380032,58.014492035,f
61,139,476,0,1,0,115,0,0.0560000017,4.2800002098,0.4399999976,0,0.1110000014,0,0,0.0305179991,229.66784668,f
466,289,303,58,1,0,382,0,0.4440000057,14.210000038,0.1299999952,0.0560000017,1.6670000553,0,0,0.114579998,54.702407837,f
275,534,583,92,1,0,332,0,0.7220000029,6.4899997711,0.5899999738,0.3330000043,3.5559999943,0,0,0.0260710008,267.82589722,f
1,429,1900,0,1,0,0,1,0,92.769996643,7.2300000191,0,0,0,0,0,0,f
0,99,191,0,1,0,0,0,0,0,0,0,0,0,0,1,0,f
22,208,844,0,1,0,77,0.722222209,0.0560000017,3.2899999619,0.1899999976,0.0560000017,0.3889999986,0.1110000014,0,0.515263021,987.91558838,f
432,861,5200,15,1,1,15,0,0.5,1.3700000048,0.0399999991,0.7779999971,0.0560000017,0,0,0.4959389865,283.25097656,f
45,541,5600,0,0,0,6,0.777777791,0.1669999957,10.789999962,0.349999994,0,0,0,0,0.5989800096,399.74401855,f
45,438,504,0,1,0,24,0.055555556,0.0560000017,2.3199999332,0.1599999964,0,0,0,0,0.0160109997,304.60864258,f
92,579,5000,0,1,0,43,0.4444444478,0.1110000014,6.2600002289,0.1199999973,0.2220000029,0.3330000043,0,0,0.1893640012,96.583488464,f
69,132,275,45,1,1,358,0.1666666716,0.2220000029,14.31000042,1.5599999428,0.6110000014,0.0560000017,0,0,0.0553370006,396.82827759,f
181,209,228,12,1,0,56,0.055555556,0,1.75,0.0500000007,0,0.3889999986,0.6110000014,0.0560000017,0.1405030042,221.36462402,f
7,341,358,0,1,0,32,0,0,3.1800000668,0.1700000018,0,0,0,0,0.0456050001,885.48022461,f
45,267,1100,0,1,0,781,0.2222222239,0.7220000029,0.1199999973,0,0,0.4440000057,0.8330000043,0.2779999971,0.1805060059,7.8542280197,f
168,126,874,0,1,1,304,0.0500000007,0,4.2899999619,0.200000003,0,0.1000000015,0,0,0.0321790017,378.20205688,f
12,85,73,12,1,0,196,0.1666666716,0.0829999968,6.1799998283,0.3899999857,0,0.9169999957,0.5830000043,0,0.0336459987,1094.9659424,f
13,118,280,0,1,0,24,0.3076923192,0,8.0799999237,1.5599999428,0.3849999905,0.1539999992,0,0,0.0781349987,29.494487762,f
1200,1500,1300,12,1,0,628,0.055555556,0.6110000014,0.5500000119,0.0099999998,0.1669999957,0.1669999957,0,0,0.2780289948,33.529075623,f
153,805,2400,153,1,0,107,0,0.0560000017,4.5,0.2199999988,0.1669999957,0.1669999957,0,0,0.062533997,599.91235352,f
1900,1600,2300,200,1,0,651,0,0.5,2.1600000858,0.1199999973,0,0.4440000057,0.1669999957,0.0560000017,0.1537449956,44.608486176,f
8,87,186,49,1,0,467,0.25,0.125,15.800000191,1.4400000572,0.25,0.875,0.25,0,0.0612419993,1136.9873047,f
305,786,4900,0,1,0,19,0.277777791,0.8889999986,5.0999999046,0.2399999946,0,0,0,0,0.088673003,6.542391777,f
1500,1900,7500,101,1,0,0,1,1,0.3100000024,0.0099999998,0,0,0,0,1,0.0143210003,f
597,1700,3000,107,1,0,328,0,0.2220000029,4.5700001717,0.1000000015,0.3889999986,0,0,0,0.0712760016,77.542640686,f
73,339,703,0,1,0,350,0.1666666716,0.1669999957,4.5700001717,0.4099999964,0.2220000029,0.2779999971,0.7220000029,0.1110000014,0.0671399981,160.66963196,f
148,234,1600,83,1,0,47,0.5,0.4440000057,4.9400000572,0.1199999973,0,0.3889999986,0,0,0.2476540059,81.775276184,f
259,1600,2300,149,1,1,631,0,0,2.8499999046,0.4499999881,0,0.6110000014,0.1669999957,0,0.100240998,95.123718262,f
1,36,89,0,1,0,0,1,0,52.779998779,2.7799999714,0,0,0,0,0,0,f
80,359,369,0,1,0,93,0.055555556,0.8330000043,9.3500003815,0.8999999762,0.7220000029,2.5,0,0,0.0301309992,808.87719727,f
14,1500,6500,0,1,0,17,0.3571428657,0,9.220000267,0.6499999762,0,0,0,0,0.1118960008,1028.7061768,f
687,1100,5600,144,1,1,390,0,0.1110000014,0.9599999785,0.0700000003,1,1.5559999943,0.0560000017,0,0.8753650188,39.965911865,f
148,121,477,0,0,0,29,0.055555556,0.0560000017,4.4499998093,0.0500000007,0,0,0,0,0.0158760007,9.5197381973,f
3,848,515,25,1,0,17,0.3333333433,0,2.6700000763,0,0.6669999957,0,0,0,0,401.37112427,f
428,533,1100,90,1,0,695,0.1111111119,0.1669999957,1.9099999666,0.1000000015,0,0.0560000017,0.3330000043,0.0560000017,0.1784829944,90.579216003,f
917,7600,6400,102,1,0,497,0.055555556,0.4440000057,1.75,0.4300000072,0.1110000014,0.1669999957,0,0,0.0978029966,70.292144775,f
1,38,61,169,1,0,55,0,0,39.470001221,0,0,0,0,0,0,0,f
294,1500,2800,97,1,0,258,0.1111111119,0.5,1.1100000143,0.1599999964,0,0.1669999957,0.3330000043,0.1110000014,0.0439749993,51.032840729,f
52,349,2000,0,1,0,12,0.5,0.5,7.3899998665,0.2899999917,0.1110000014,0.2779999971,0,0,0.2352939993,109.5067749,f
2,59,79,0,1,0,404,0.5,0,2.5399999619,0,0,1,2,0,0,7498.7700195,f
5,31,57,0,1,0,36,0.6000000238,0.200000003,9.6800003052,1.2899999619,0,1,0.200000003,0,0.3000000119,234.67272949,f
679,1100,1300,154,1,1,163,0.1111111119,0.6110000014,2.1900000572,0.0799999982,0.1669999957,0.1669999957,0,0,0.0296739992,99.852302551,f
503,719,5200,115,1,0,24,0.5,0.0560000017,0.1899999976,0,0,0,0,0,0.3949840069,5.909676075,f
30,85,252,41,1,0,727,0.055555556,0,6.6700000763,0.2599999905,0,0.1669999957,0.5559999943,0.1669999957,0.2663039863,21.326574326,f
84,1500,1300,65,1,0,214,0,0.1110000014,8.279999733,0.25,0.2779999971,0.1110000014,0,0,0.0322889984,96.218162537,f
2100,3900,7500,164,1,1,520,0,0,0.3700000048,0.0500000007,1,0,0,0,0.1239449978,27.256204605,f
329,752,745,116,1,0,127,0,0.1110000014,2.6600000858,0.3799999952,0.2220000029,0.0560000017,0,0,0.0156820007,51.609970093,f
239,996,1000,86,1,1,46,0,0.5,10.399999619,0.6700000167,0,1.1109999418,0,0,0.0367490016,349.63619995,f
84,1800,2300,146,1,1,190,0,0,0.2800000012,0.0099999998,0.0560000017,0.8330000043,0.0560000017,0,0.3240590096,98.842315674,f
9,205,1300,54,1,0,18,0.777777791,0,15.609999657,0.1099999994,0,0,0,0,0.5833330154,1640.0623779,f
1400,4900,1900,195,1,1,611,0,0.1110000014,0.2599999905,0.0099999998,0.0560000017,0.2779999971,0.5559999943,0.1669999957,0.1347939968,15.891358376,f
659,777,537,28,1,0,285,0,0,1.1900000572,0.0500000007,0,0.2779999971,0,0,0.121367,34.665988922,f
2,29,120,0,1,0,0,1,0,1.7200000286,0,0,0,0,0,1,1511.9455566,f
98,108,212,0,1,0,360,0,0.2220000029,5.8600001335,0.150000006,0,0.0560000017,0,0,0.1671860069,71.509536743,f
74,3300,1600,151,1,1,563,0,0.1110000014,0.25,0.0099999998,0.3889999986,0,0,0,0.1890680045,409.88250732,f
7,653,803,37,0,0,68,0.2857142985,0,8.2899999619,1.0900000334,0.2860000134,0,0,0,0.1341989934,1176.7387695,f
18,92,603,0,1,0,2,0.944444418,0,5.25,1.3300000429,0.0560000017,0,0,0,0.8888890147,277.16098022,f
57,32,167,0,1,0,2,0.777777791,0.6110000014,17.36000061,1.3899999857,0,0,0,0,0.5947710276,81.075836182,f
863,389,235,52,1,0,365,0,0.1669999957,1.6699999571,0.0399999991,0,0.7220000029,0.1110000014,0,0.0490339994,111.05827332,f
34,46,269,0,1,0,318,0,0.1110000014,10.020000458,0.2399999946,0,0.0560000017,0,0,0.0660490021,117.92882538,f
1,76,253,0,1,0,10,0,0,40.790000916,0,0,0,0,0,0,0,f
576,305,1600,31,1,0,14,0.3333333433,0.2779999971,6.0700001717,0.1800000072,0.1669999957,0,0,0,0.1218490005,72.868782043,f
7,96,192,0,1,0,7,0.571428597,0.4289999902,10.420000076,0.4499999881,0,0,0,0,0.2857140005,133.33441162,f
1,60,241,120,1,0,0,1,0,36.669998169,0,0,0,0,0,0,0,f
11,39,31,0,1,0,284,0,0,4.1999998093,0,0,0.1819999963,0,0,0.4060220122,39.350910187,f
270,759,1900,0,1,0,36,0.055555556,0.5,1.4600000381,0.1199999973,0,0.0560000017,0,0,0,155.24455261,f
68,90,64,187,1,0,46,0.1111111119,0.3330000043,11.170000076,0.6800000072,0.7779999971,1.6109999418,0,0,0.0296400003,613.23651123,f
44,121,557,94,1,1,80,0.277777791,0.1669999957,17.309999466,0.4099999964,0.3889999986,1.7220000029,0,1.7779999971,0.0820560008,90.701896667,f
2000,19600,5900,191,1,0,762,0,0,0.150000006,0.0099999998,0,1.5,0.0560000017,0.6669999957,0.1665710062,5.7672839165,f
353,566,1900,67,1,1,381,0,0.1669999957,2.3900001049,0.7400000095,0.2220000029,0.2779999971,0.5,0.1669999957,0.0580950007,166.6414032,f
47,645,2000,0,1,0,1,0.944444418,0.1669999957,2.5,0.0799999982,0,0,0,0,0.8888890147,669.93780518,f
95,57,234,0,1,0,13,0.2222222239,0,6.1399998665,0.2899999917,0,0,0,0.0560000017,0.0392270014,583.8873291,f
15,212,829,20,1,0,7,0.9333333373,0,14.06000042,0.349999994,0,0,0,0,0.7428569794,1136.1580811,f
328,133,549,0,1,0,17,0.3888888955,0.3889999986,8.9399995804,0.25,0,0,0,0,0.1387950033,4.8080859184,f
167,332,1100,0,1,0,39,0.1666666716,0.0560000017,7.8099999428,0.2199999988,0,0,0,0,0.165959999,10.543132782,f
0,57,143,0,1,0,0,0,0,0,0,0,0,0,0,1,0,f
93,1300,3200,0,1,0,312,0.2222222239,0,0.8299999833,0.1800000072,0,0.2779999971,0.4440000057,0,0.0643040016,104.10621643,f
0,27,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,f
105,720,663,0,1,0,103,0,0.5,13.350000381,0.8299999833,0.3330000043,0.2779999971,0,0,0.0530019999,1119.8647461,f
25,253,1100,0,1,0,739,0,0.5559999943,7.4699997902,0.3100000024,0,0.4440000057,1.4440000057,0,0.2460259944,481.10351562,f
9,1100,2700,0,1,0,4,0.8888888955,0.3330000043,3.6900000572,0.2599999905,0,0,0,0,0.7777780294,2872.019043,f
499,797,2600,206,1,1,77,0.055555556,0.2220000029,3.8800001144,0.6100000143,0,0,0,0,0.0444470011,15.569429398,f
52,880,5400,0,1,0,31,0.3888888955,0.0560000017,4.4099998474,0.4900000095,0.0560000017,0.0560000017,0,0,0.1439879984,493.59472656,f
8,104,432,0,1,0,18,0.625,0,11.180000305,0.7200000286,0,0,0,0,0.3797309995,912.0581665,f
3,87,438,0,1,0,0,1,0,30.649999619,4.9800000191,0,0,0,0,1,0.1290740073,f
8,477,2400,5,1,0,23,0,0,11.979999542,0.9700000286,0.125,0.25,0,0,0,1228.1896973,f
163,368,1100,69,1,0,30,0.2222222239,0.1669999957,3.1900000572,1.0700000525,0.0560000017,0.0560000017,0,0,0.04428,322.71362305,f
343,1500,6100,0,1,0,486,0,0.1110000014,1.2000000477,0.0799999982,0,0.7779999971,0.7220000029,0.0560000017,0.1541659981,344.13226318,f
37,554,1300,0,1,0,31,0.555555582,0.2779999971,3.1400001049,0.5299999714,0,0.1110000014,0.1110000014,0,0.3089079857,202.6346283,f
167,216,617,42,1,0,0,1,0,7.5399999619,0.1000000015,0,0,0,0,1,10.563858032,f
0,62,520,22,1,0,0,0,0,0,0,0,0,0,0,1,0,f
1,96,199,0,1,0,0,1,0,15.630000114,4.1700000763,0,0,0,0,0,0,f
16,1300,7500,172,1,0,103,0.0625,0.25,3.2100000381,0.0599999987,0.375,0,0,0.063000001,0.0752269998,1191.6054688,f
87,511,2300,0,1,0,17,0.1666666716,0,13.430000305,0.8399999738,0.1669999957,0,0,0.0560000017,0.0448210016,111.82678986,f
0,71,64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,f
93,219,103,0,1,0,72,0.055555556,0.4440000057,4.8699998856,0.0799999982,0.0560000017,0.3330000043,0,0,0.0202339999,320.00314331,f
